Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Differential,Opponent Differential,Game Type
11/18/2014,Hannibal-Lagr,Away,49,SE Missouri St,86,Home,,Loss,0.00,0.77,Non Division 1
11/18/2014,New Orleans,Home,88,Pensacola Chr,61,Away,,Win,-2.45,0.00,Non Division 1
11/18/2014,Pensacola Chr,Away,61,New Orleans,88,Home,,Loss,0.00,-2.45,Non Division 1
11/18/2014,DePaul,Home,80,Drake,62,Away,,Win,-4.19,-7.29,Division 1
11/18/2014,Drake,Away,62,DePaul,80,Home,,Loss,-7.29,-4.19,Division 1
11/18/2014,LSU,Home,69,Texas Tech,64,Away,,Win,5.97,-3.44,Division 1
11/18/2014,Texas Tech,Away,64,LSU,69,Home,,Loss,-3.44,5.97,Division 1
11/18/2014,Wyoming,Home,61,Western St CO,46,Away,,Win,5.71,0.00,Non Division 1
11/18/2014,Western St CO,Away,46,Wyoming,61,Home,,Loss,0.00,5.71,Non Division 1
11/18/2014,Butler,Home,70,Chattanooga,48,Away,,Win,8.38,5.75,Division 1
11/18/2014,Chattanooga,Away,48,Butler,70,Home,,Loss,5.75,8.38,Division 1
11/18/2014,St Louis,Away,69,Indiana St,56,Home,,Win,-6.56,-1.32,Division 1
11/18/2014,Indiana St,Home,56,St Louis,69,Away,,Loss,-1.32,-6.56,Division 1
11/18/2014,Canisius,Away,63,Lehigh,51,Home,,Win,1.93,1.40,Division 1
11/18/2014,Lehigh,Home,51,Canisius,63,Away,,Loss,1.40,1.93,Division 1
11/18/2014,Rider,Away,73,Penn,57,Home,,Win,1.66,-6.96,Division 1
11/18/2014,Penn,Home,57,Rider,73,Away,,Loss,-6.96,1.66,Division 1
11/18/2014,VA Commonwealth,Home,87,Toledo,78,Away,,Win,6.97,4.24,Division 1
11/18/2014,Toledo,Away,78,VA Commonwealth,87,Home,,Loss,4.24,6.97,Division 1
11/18/2014,Cornell,Home,58,Colgate,52,Away,,Win,1.00,1.58,Division 1
11/18/2014,Colgate,Away,52,Cornell,58,Home,,Loss,1.58,1.00,Division 1
11/18/2014,Northeastern,Away,76,Florida St,73,Home,,Win,3.59,-0.33,Division 1
11/18/2014,Florida St,Home,73,Northeastern,76,Away,,Loss,-0.33,3.59,Division 1
11/18/2014,Georgia Tech,Home,66,Alabama A&M,46,Away,,Win,-1.29,-6.48,Division 1
11/18/2014,Alabama A&M,Away,46,Georgia Tech,66,Home,,Loss,-6.48,-1.29,Division 1
11/18/2014,C Michigan,Home,75,Youngstown St,63,Away,,Win,10.55,-3.34,Division 1
11/18/2014,Youngstown St,Away,63,C Michigan,75,Home,,Loss,-3.34,10.55,Division 1
11/18/2014,San Diego St,Home,53,Utah,49,Away,,Win,8.65,15.16,Division 1
11/18/2014,Utah,Away,49,San Diego St,53,Home,,Loss,15.16,8.65,Division 1
11/18/2014,Old Dominion,Home,63,Richmond,57,Away,,Win,8.65,4.91,Division 1
11/18/2014,Richmond,Away,57,Old Dominion,63,Home,,Loss,4.91,8.65,Division 1
11/18/2014,BYU,Home,91,Ark Little Rock,62,Away,,Win,11.00,-1.10,Division 1
11/18/2014,Ark Little Rock,Away,62,BYU,91,Home,,Loss,-1.10,11.00,Division 1
11/18/2014,Portland St,Home,84,Willamette,63,Away,,Win,-0.52,0.00,Non Division 1
11/18/2014,Willamette,Away,63,Portland St,84,Home,,Loss,0.00,-0.52,Non Division 1
11/18/2014,Wofford,Home,86,Iona,73,Away,,Win,7.21,6.79,Division 1
11/18/2014,Iona,Away,73,Wofford,86,Home,,Loss,6.79,7.21,Division 1
11/18/2014,Baylor,Away,69,South Carolina,65,Home,,Win,9.15,3.03,Division 1
11/18/2014,South Carolina,Home,65,Baylor,69,Away,,Loss,3.03,9.15,Division 1
11/18/2014,Massachusetts,Home,77,Manhattan,68,Away,,Win,-1.09,2.38,Division 1
11/18/2014,Manhattan,Away,68,Massachusetts,77,Home,,Loss,2.38,-1.09,Division 1
11/18/2014,Northern Iowa,Away,79,SF Austin,77,Home,,Win,11.06,14.88,Division 1
11/18/2014,SF Austin,Home,77,Northern Iowa,79,Away,,Loss,14.88,11.06,Division 1
11/18/2014,Marshall,Home,87,WV Tech,65,Away,,Win,-4.72,0.00,Non Division 1
11/18/2014,WV Tech,Away,65,Marshall,87,Home,,Loss,0.00,-4.72,Non Division 1
11/18/2014,Columbia,Home,70,Wagner,56,Away,,Win,2.82,-5.13,Division 1
11/18/2014,Wagner,Away,56,Columbia,70,Home,,Loss,-5.13,2.82,Division 1
11/18/2014,Davidson,Home,86,Campbell,51,Away,,Win,10.94,-2.47,Division 1
11/18/2014,Campbell,Away,51,Davidson,86,Home,,Loss,-2.47,10.94,Division 1
11/18/2014,E Kentucky,Home,115,Kentucky Chr,35,Away,,Win,8.90,0.00,Non Division 1
11/18/2014,Kentucky Chr,Away,35,E Kentucky,115,Home,,Loss,0.00,8.90,Non Division 1
11/18/2014,NC Central,Home,123,College of Faith,65,Away,,Win,14.41,0.00,Non Division 1
11/18/2014,College of Faith,Away,65,NC Central,123,Home,,Loss,0.00,14.41,Non Division 1
11/18/2014,William & Mary,Home,56,Howard,49,Away,,Win,6.53,0.88,Division 1
11/18/2014,Howard,Away,49,William & Mary,56,Home,,Loss,0.88,6.53,Division 1
11/18/2014,Georgia,Home,80,Stony Brook,70,Away,,Win,4.16,5.59,Division 1
11/18/2014,Stony Brook,Away,70,Georgia,80,Home,,Loss,5.59,4.16,Division 1
11/18/2014,VMI,Home,124,Johnson TN,42,Away,,Win,-0.43,0.00,Non Division 1
11/18/2014,Johnson TN,Away,42,VMI,124,Home,,Loss,0.00,-0.43,Non Division 1
11/18/2014,Georgetown,Home,78,TAM C. Christi,62,Away,,Win,6.06,2.25,Division 1
11/18/2014,TAM C. Christi,Away,62,Georgetown,78,Home,,Loss,2.25,6.06,Division 1
11/18/2014,Xavier,Home,97,Long Beach St,74,Away,,Win,5.91,-1.00,Division 1
11/18/2014,Long Beach St,Away,74,Xavier,97,Home,,Loss,-1.00,5.91,Division 1
11/18/2014,Virginia,Home,75,S Carolina St,55,Away,,Win,14.59,-7.21,Division 1
11/18/2014,S Carolina St,Away,55,Virginia,75,Home,,Loss,-7.21,14.59,Division 1
11/18/2014,Jackson St,Away,66,Jacksonville,57,Home,,Win,-2.84,-7.66,Division 1
11/18/2014,Jacksonville,Home,57,Jackson St,66,Away,,Loss,-7.66,-2.84,Division 1
11/18/2014,UNC Wilmington,Away,84,UNC Greensboro,72,Home,,Win,1.77,-1.42,Division 1
11/18/2014,UNC Greensboro,Home,72,UNC Wilmington,84,Away,,Loss,-1.42,1.77,Division 1
11/18/2014,ETSU,Home,111,UVA-Wise,66,Away,,Win,2.03,0.00,Non Division 1
11/18/2014,UVA-Wise,Away,66,ETSU,111,Home,,Loss,0.00,2.03,Non Division 1
11/18/2014,Florida Intl,Away,53,Stetson,52,Home,,Win,-2.82,-7.29,Division 1
11/18/2014,Stetson,Home,52,Florida Intl,53,Away,,Loss,-7.29,-2.82,Division 1
11/19/2014,Missouri St,Home,87,Avila,39,Away,,Win,-4.48,0.00,Non Division 1
11/19/2014,Avila,Away,39,Missouri St,87,Home,,Loss,0.00,-4.48,Non Division 1
11/19/2014,Texas St,Home,65,Lamar,55,Away,,Win,1.65,0.47,Division 1
11/19/2014,Lamar,Away,55,Texas St,65,Home,,Loss,0.47,1.65,Division 1
11/19/2014,Rice,Home,68,Prairie View,64,Away,,Win,-1.72,-2.09,Division 1
11/19/2014,Prairie View,Away,64,Rice,68,Home,,Loss,-2.09,-1.72,Division 1
11/19/2014,Tulsa,Home,65,Abilene Chr,39,Away,,Win,4.44,-6.77,Division 1
11/19/2014,Abilene Chr,Away,39,Tulsa,65,Home,,Loss,-6.77,4.44,Division 1
11/19/2014,Arkansas,Home,83,Wake Forest,53,Away,,Win,7.88,-3.06,Division 1
11/19/2014,Wake Forest,Away,53,Arkansas,83,Home,,Loss,-3.06,7.88,Division 1
11/19/2014,Valparaiso,Home,91,IN S Bend,55,Away,,Win,10.55,0.00,Non Division 1
11/19/2014,IN S Bend,Away,55,Valparaiso,91,Home,,Loss,0.00,10.55,Non Division 1
11/19/2014,Utah St,Home,60,Santa Clara,54,Away,,Win,2.94,-3.41,Division 1
11/19/2014,Santa Clara,Away,54,Utah St,60,Home,,Loss,-3.41,2.94,Division 1
11/19/2014,IUPUI,Away,70,WI Milwaukee,68,Home,,Win,-6.35,-3.80,Division 1
11/19/2014,WI Milwaukee,Home,68,IUPUI,70,Away,,Loss,-3.80,-6.35,Division 1
11/19/2014,Missouri,Home,78,Oral Roberts,64,Away,,Win,-7.44,1.19,Division 1
11/19/2014,Oral Roberts,Away,64,Missouri,78,Home,,Loss,1.19,-7.44,Division 1
11/19/2014,Robert Morris,Away,68,Bradley,61,Home,,Win,1.27,-4.36,Division 1
11/19/2014,Bradley,Home,61,Robert Morris,68,Away,,Loss,-4.36,1.27,Division 1
11/19/2014,Loyola MD,Home,45,UMBC,38,Away,,Win,-7.37,-11.03,Division 1
11/19/2014,UMBC,Away,38,Loyola MD,45,Home,,Loss,-11.03,-7.37,Division 1
11/19/2014,North Texas,Home,62,Delaware St,55,Away,,Win,-2.84,-1.51,Division 1
11/19/2014,Delaware St,Away,55,North Texas,62,Home,,Loss,-1.51,-2.84,Division 1
11/19/2014,Missouri KC,Home,90,Missouri S&T,77,Away,,Win,-1.15,0.00,Non Division 1
11/19/2014,Missouri S&T,Away,77,Missouri KC,90,Home,,Loss,0.00,-1.15,Non Division 1
11/19/2014,Samford,Home,68,Austin Peay,67,Away,,Win,-2.66,-8.03,Division 1
11/19/2014,Austin Peay,Away,67,Samford,68,Home,,Loss,-8.03,-2.66,Division 1
11/19/2014,Pepperdine,Away,63,San Jose St,44,Home,,Win,2.10,-15.80,Division 1
11/19/2014,San Jose St,Home,44,Pepperdine,63,Away,,Loss,-15.80,2.10,Division 1
11/19/2014,San Diego,Home,72,Florida A&M,41,Away,,Win,1.84,-17.52,Division 1
11/19/2014,Florida A&M,Away,41,San Diego,72,Home,,Loss,-17.52,1.84,Division 1
11/19/2014,San Francisco,Home,86,Notre Dame CA,46,Away,,Win,1.50,0.00,Non Division 1
11/19/2014,Notre Dame CA,Away,46,San Francisco,86,Home,,Loss,0.00,1.50,Non Division 1
11/19/2014,CS Sacramento,Home,74,Simpson CA,42,Away,,Win,2.90,0.00,Non Division 1
11/19/2014,Simpson CA,Away,42,CS Sacramento,74,Home,,Loss,0.00,2.90,Non Division 1
11/19/2014,Vermont,Home,86,S Vermont,41,Away,,Win,8.45,0.00,Non Division 1
11/19/2014,S Vermont,Away,41,Vermont,86,Home,,Loss,0.00,8.45,Non Division 1
11/19/2014,Hawaii,Home,89,Hawaii Hilo,71,Away,,Win,4.69,0.00,Non Division 1
11/19/2014,Hawaii Hilo,Away,71,Hawaii,89,Home,,Loss,0.00,4.69,Non Division 1
11/19/2014,Gonzaga,Home,94,St Joseph's PA,42,Away,,Win,18.21,-2.81,Division 1
11/19/2014,St Joseph's PA,Away,42,Gonzaga,94,Home,,Loss,-2.81,18.21,Division 1
11/19/2014,Wisconsin,Home,84,WI Green Bay,60,Away,,Win,15.76,8.09,Division 1
11/19/2014,WI Green Bay,Away,60,Wisconsin,84,Home,,Loss,8.09,15.76,Division 1
11/19/2014,Arizona,Home,71,UC Irvine,54,Away,,Win,17.82,5.58,Division 1
11/19/2014,UC Irvine,Away,54,Arizona,71,Home,,Loss,5.58,17.82,Division 1
11/19/2014,Air Force,Home,70,Colorado Chr,47,Away,,Win,0.65,0.00,Non Division 1
11/19/2014,Colorado Chr,Away,47,Air Force,70,Home,,Loss,0.00,0.65,Non Division 1
11/19/2014,New Mexico St,Home,86,N Colorado,65,Away,,Win,9.15,1.30,Division 1
11/19/2014,N Colorado,Away,65,New Mexico St,86,Home,,Loss,1.30,9.15,Division 1
11/19/2014,Seattle,Home,98,NE Omaha,74,Away,,Win,0.61,-1.03,Division 1
11/19/2014,NE Omaha,Away,74,Seattle,98,Home,,Loss,-1.03,0.61,Division 1
11/19/2014,CS Northridge,Home,72,Montana St,65,Away,,Win,-5.36,-7.83,Division 1
11/19/2014,Montana St,Away,65,CS Northridge,72,Home,,Loss,-7.83,-5.36,Division 1
11/19/2014,E Washington,Home,95,Walla Walla,34,Away,,Win,7.12,0.00,Non Division 1
11/19/2014,Walla Walla,Away,34,E Washington,95,Home,,Loss,0.00,7.12,Non Division 1
11/19/2014,Boston Univ,Away,71,Norfolk St,63,Home,,Win,-1.67,4.15,Division 1
11/19/2014,Norfolk St,Home,63,Boston Univ,71,Away,,Loss,4.15,-1.67,Division 1
11/19/2014,Army,Away,74,St Francis NY,71,Home,,Win,0.03,4.88,Division 1
11/19/2014,St Francis NY,Home,71,Army,74,Away,,Loss,4.88,0.03,Division 1
11/19/2014,Cincinnati,Home,69,Morehead St,61,Away,,Win,7.09,4.85,Division 1
11/19/2014,Morehead St,Away,61,Cincinnati,69,Home,,Loss,4.85,7.09,Division 1
11/19/2014,Lafayette,Home,83,Princeton,66,Away,,Win,1.81,3.13,Division 1
11/19/2014,Princeton,Away,66,Lafayette,83,Home,,Loss,3.13,1.81,Division 1
11/19/2014,Virginia Tech,Home,73,Liberty,63,Away,,Win,-4.03,-5.53,Division 1
11/19/2014,Liberty,Away,63,Virginia Tech,73,Home,,Loss,-5.53,-4.03,Division 1
11/19/2014,Notre Dame,Home,104,Coppin St,67,Away,,Win,13.18,-10.94,Division 1
11/19/2014,Coppin St,Away,67,Notre Dame,104,Home,,Loss,-10.94,13.18,Division 1
11/19/2014,FL Gulf Coast,Home,79,Ohio,62,Away,,Win,4.53,-4.60,Division 1
11/19/2014,Ohio,Away,62,FL Gulf Coast,79,Home,,Loss,-4.60,4.53,Division 1
11/19/2014,W Michigan,Away,82,Oakland,71,Home,,Win,2.30,-0.81,Division 1
11/19/2014,Oakland,Home,71,W Michigan,82,Away,,Loss,-0.81,2.30,Division 1
11/19/2014,Belmont,Home,96,Trevecca Naz,76,Away,,Win,4.13,0.00,Non Division 1
11/19/2014,Trevecca Naz,Away,76,Belmont,96,Home,,Loss,0.00,4.13,Non Division 1
11/19/2014,BYU,Home,101,S Virginia,48,Away,,Win,11.00,0.00,Non Division 1
11/19/2014,S Virginia,Away,48,BYU,101,Home,,Loss,0.00,11.00,Non Division 1
11/19/2014,Bowling Green,Home,70,Wright St,55,Away,,Win,4.52,-3.81,Division 1
11/19/2014,Wright St,Away,55,Bowling Green,70,Home,,Loss,-3.81,4.52,Division 1
11/19/2014,Evansville,Away,69,Miami OH,50,Home,,Win,4.68,-3.22,Division 1
11/19/2014,Miami OH,Home,50,Evansville,69,Away,,Loss,-3.22,4.68,Division 1
11/19/2014,Siena,Away,73,St Bonaventure,70,Home,,Win,-4.03,2.58,Division 1
11/19/2014,St Bonaventure,Home,70,Siena,73,Away,,Loss,2.58,-4.03,Division 1
11/19/2014,Citadel,Home,71,Toccoa Falls,58,Away,,Win,-4.63,0.00,Non Division 1
11/19/2014,Toccoa Falls,Away,58,Citadel,71,Home,,Loss,0.00,-4.63,Non Division 1
11/19/2014,Binghamton,Home,82,Hartwick,51,Away,,Win,-8.72,0.00,Non Division 1
11/19/2014,Hartwick,Away,51,Binghamton,82,Home,,Loss,0.00,-8.72,Non Division 1
11/19/2014,Albany NY,Home,65,NJIT,48,Away,,Win,5.28,4.52,Division 1
11/19/2014,NJIT,Away,48,Albany NY,65,Home,,Loss,4.52,5.28,Division 1
11/19/2014,Cleveland St,Home,60,Jacksonville St,46,Away,,Win,5.38,-6.03,Division 1
11/19/2014,Jacksonville St,Away,46,Cleveland St,60,Home,,Loss,-6.03,5.38,Division 1
11/19/2014,Holy Cross,Home,80,Brown,65,Away,,Win,-1.30,-3.10,Division 1
11/19/2014,Brown,Away,65,Holy Cross,80,Home,,Loss,-3.10,-1.30,Division 1
11/19/2014,Creighton,Home,65,Oklahoma,63,Away,,Win,0.42,9.19,Division 1
11/19/2014,Oklahoma,Away,63,Creighton,65,Home,,Loss,9.19,0.42,Division 1
11/19/2014,Rutgers,Home,61,F Dickinson,44,Away,,Win,-7.88,-6.00,Division 1
11/19/2014,F Dickinson,Away,44,Rutgers,61,Home,,Loss,-6.00,-7.88,Division 1
11/19/2014,St John's,Home,66,Long Island,53,Away,,Win,3.59,-3.77,Division 1
11/19/2014,Long Island,Away,53,St John's,66,Home,,Loss,-3.77,3.59,Division 1
11/19/2014,Furman,Home,84,Appalachian St,65,Away,,Win,-4.45,-6.62,Division 1
11/19/2014,Appalachian St,Away,65,Furman,84,Home,,Loss,-6.62,-4.45,Division 1
11/19/2014,Mercer,Home,74,Kennesaw,66,Away,,Win,4.18,-10.50,Division 1
11/19/2014,Kennesaw,Away,66,Mercer,74,Home,,Loss,-10.50,4.18,Division 1
11/19/2014,N Kentucky,Home,68,NC A&T,55,Away,,Win,1.27,-7.13,Division 1
11/19/2014,NC A&T,Away,55,N Kentucky,68,Home,,Loss,-7.13,1.27,Division 1
11/19/2014,James Madison,Home,82,Longwood,60,Away,,Win,-1.13,-5.29,Division 1
11/19/2014,Longwood,Away,60,James Madison,82,Home,,Loss,-5.29,-1.13,Division 1
11/19/2014,MD E Shore,Away,53,Mt St Mary's,41,Home,,Win,0.59,-1.73,Division 1
11/19/2014,Mt St Mary's,Home,41,MD E Shore,53,Away,,Loss,-1.73,0.59,Division 1
11/19/2014,Hartford,Home,53,Dartmouth,48,Away,,Win,-2.20,0.75,Division 1
11/19/2014,Dartmouth,Away,48,Hartford,53,Home,,Loss,0.75,-2.20,Division 1
11/19/2014,UNC Asheville,Home,87,J&W NC,48,Away,,Win,1.90,0.00,Non Division 1
11/19/2014,J&W NC,Away,48,UNC Asheville,87,Home,,Loss,0.00,1.90,Non Division 1
11/20/2014,Arizona St,Home,68,Loy Marymount,44,Away,,Win,3.00,-8.39,Division 1
11/20/2014,Loy Marymount,Away,44,Arizona St,68,Home,,Loss,-8.39,3.00,Division 1
11/20/2014,N Illinois,Home,78,Idaho,67,Away,,Win,-0.60,1.07,Division 1
11/20/2014,Idaho,Away,67,N Illinois,78,Home,,Loss,1.07,-0.60,Division 1
11/20/2014,Tulane,Home,100,MS Valley St,61,Away,,Win,-0.35,-16.28,Division 1
11/20/2014,MS Valley St,Away,61,Tulane,100,Home,,Loss,-16.28,-0.35,Division 1
11/20/2014,UT Arlington,Away,66,Grand Canyon,64,Home,,Win,0.45,0.48,Division 1
11/20/2014,Grand Canyon,Home,64,UT Arlington,66,Away,,Loss,0.48,0.45,Division 1
11/20/2014,Savannah St,Home,59,Winthrop,58,Away,,Win,-10.13,6.16,Division 1
11/20/2014,Winthrop,Away,58,Savannah St,59,Home,,Loss,6.16,-10.13,Division 1
11/20/2014,Vanderbilt,Home,72,Lipscomb,62,Away,,Win,6.16,-2.90,Division 1
11/20/2014,Lipscomb,Away,62,Vanderbilt,72,Home,,Loss,-2.90,6.16,Division 1
11/20/2014,Tennessee St,Home,75,Fisk,60,Away,,Win,-10.26,0.00,Non Division 1
11/20/2014,Fisk,Away,60,Tennessee St,75,Home,,Loss,0.00,-10.26,Non Division 1
11/20/2014,Mississippi,Home,69,Southern Univ,38,Away,,Win,5.13,0.94,Division 1
11/20/2014,Southern Univ,Away,38,Mississippi,69,Home,,Loss,0.94,5.13,Division 1
11/20/2014,Northwestern,Home,69,North Florida,67,Away,,Win,-1.09,7.94,Division 1
11/20/2014,North Florida,Away,67,Northwestern,69,Home,,Loss,7.94,-1.09,Division 1
11/20/2014,Villanova,Home,72,Bucknell,65,Away,,Win,15.38,-0.03,Division 1
11/20/2014,Bucknell,Away,65,Villanova,72,Home,,Loss,-0.03,15.38,Division 1
11/20/2014,Murray St,Home,89,Brescia,56,Away,,Win,11.38,0.00,Non Division 1
11/20/2014,Brescia,Away,56,Murray St,89,Home,,Loss,0.00,11.38,Non Division 1
11/20/2014,UC Davis,Away,63,E Illinois,61,Home,,Win,6.71,-0.97,Division 1
11/20/2014,E Illinois,Home,61,UC Davis,63,Away,,Loss,-0.97,6.71,Division 1
11/20/2014,Minnesota,Home,109,Franklin Pierce,57,Away,,Win,6.55,0.00,Non Division 1
11/20/2014,Franklin Pierce,Away,57,Minnesota,109,Home,,Loss,0.00,6.55,Non Division 1
11/20/2014,Alabama,Home,81,Southern Miss,67,Away,,Win,2.69,-8.14,Division 1
11/20/2014,Southern Miss,Away,67,Alabama,81,Home,,Loss,-8.14,2.69,Division 1
11/20/2014,Texas,Away,71,Iowa,57,Away,Neutral Site,Win,7.55,7.53,Division 1
11/20/2014,Iowa,Away,57,Texas,71,Away,Neutral Site,Loss,7.53,7.55,Division 1
11/20/2014,Charlotte,Away,106,Penn St,97,Away,Neutral Site,Win,1.41,0.68,Division 1
11/20/2014,Penn St,Away,97,Charlotte,106,Away,Neutral Site,Loss,0.68,1.41,Division 1
11/20/2014,Boston College,Away,69,New Mexico,65,Away,Neutral Site,Win,-1.63,1.77,Division 1
11/20/2014,New Mexico,Away,65,Boston College,69,Away,Neutral Site,Loss,1.77,-1.63,Division 1
11/20/2014,Northwestern LA,Away,89,LSU-Alexandria,79,Home,,Win,1.81,0.00,Non Division 1
11/20/2014,LSU-Alexandria,Home,79,Northwestern LA,89,Away,,Loss,0.00,1.81,Non Division 1
11/20/2014,William & Mary,Home,100,Bluefield VA,57,Away,,Win,6.53,0.00,Non Division 1
11/20/2014,Bluefield VA,Away,57,William & Mary,100,Home,,Loss,0.00,6.53,Non Division 1
11/20/2014,California,Away,73,Syracuse,59,Away,Neutral Site,Win,-0.79,4.23,Division 1
11/20/2014,Syracuse,Away,59,California,73,Away,Neutral Site,Loss,4.23,-0.79,Division 1
11/20/2014,Miami FL,Away,66,Drexel,46,Away,Neutral Site,Win,5.27,-4.77,Division 1
11/20/2014,Drexel,Away,46,Miami FL,66,Away,Neutral Site,Loss,-4.77,5.27,Division 1
11/20/2014,Pacific,Home,81,Pacific Union,56,Away,,Win,-3.84,0.00,Non Division 1
11/20/2014,Pacific Union,Away,56,Pacific,81,Home,,Loss,0.00,-3.84,Non Division 1
11/20/2014,St Mary's CA,Home,78,Denver,62,Away,,Win,5.60,-0.83,Division 1
11/20/2014,Denver,Away,62,St Mary's CA,78,Home,,Loss,-0.83,5.60,Division 1
11/20/2014,Northern Arizona,Home,73,Fresno St,52,Away,,Win,1.15,-1.16,Division 1
11/20/2014,Fresno St,Away,52,Northern Arizona,73,Home,,Loss,-1.16,1.15,Division 1
11/20/2014,Connecticut,Away,65,Col Charleston,57,Away,Neutral Site,Win,4.38,-5.97,Division 1
11/20/2014,Col Charleston,Away,57,Connecticut,65,Away,Neutral Site,Loss,-5.97,4.38,Division 1
11/20/2014,UCLA,Home,107,Nicholls St,74,Away,,Win,3.97,-8.00,Division 1
11/20/2014,Nicholls St,Away,74,UCLA,107,Home,,Loss,-8.00,3.97,Division 1
11/20/2014,San Diego St,Home,51,CS Bakersfield,27,Away,,Win,8.65,2.18,Division 1
11/20/2014,CS Bakersfield,Away,27,San Diego St,51,Home,,Loss,2.18,8.65,Division 1
11/20/2014,SC Upstate,Home,107,Bob Jones,41,Away,,Win,11.50,0.00,Non Division 1
11/20/2014,Bob Jones,Away,41,SC Upstate,107,Home,,Loss,0.00,11.50,Non Division 1
11/20/2014,NC State,Home,79,Jacksonville,43,Away,,Win,4.97,-7.66,Division 1
11/20/2014,Jacksonville,Away,43,NC State,79,Home,,Loss,-7.66,4.97,Division 1
11/20/2014,Providence,Home,88,Navy,51,Away,,Win,4.73,-3.34,Division 1
11/20/2014,Navy,Away,51,Providence,88,Home,,Loss,-3.34,4.73,Division 1
11/20/2014,Harvard,Home,71,FL Atlantic,49,Away,,Win,6.93,-4.10,Division 1
11/20/2014,FL Atlantic,Away,49,Harvard,71,Home,,Loss,-4.10,6.93,Division 1
11/20/2014,VA Commonwealth,Home,106,MD E Shore,66,Away,,Win,6.97,0.59,Division 1
11/20/2014,MD E Shore,Away,66,VA Commonwealth,106,Home,,Loss,0.59,6.97,Division 1
11/20/2014,Stetson,Home,96,Palm Beach Atl,85,Away,,Win,-7.29,0.00,Non Division 1
11/20/2014,Palm Beach Atl,Away,85,Stetson,96,Home,,Loss,0.00,-7.29,Non Division 1
11/20/2014,UCF,Home,76,Eckerd,59,Away,,Win,-5.73,0.00,Non Division 1
11/20/2014,Eckerd,Away,59,UCF,76,Home,,Loss,0.00,-5.73,Non Division 1
11/20/2014,Michigan,Home,71,Detroit,62,Away,,Win,0.72,-0.03,Division 1
11/20/2014,Detroit,Away,62,Michigan,71,Home,,Loss,-0.03,0.72,Division 1
11/20/2014,Akron,Away,66,USC,46,Away,Neutral Site,Win,5.11,-4.00,Division 1
11/20/2014,USC,Away,46,Akron,66,Away,Neutral Site,Loss,-4.00,5.11,Division 1
11/20/2014,Dayton,Away,55,Texas A&M,53,Away,Neutral Site,Win,7.30,4.97,Division 1
11/20/2014,Texas A&M,Away,53,Dayton,55,Away,Neutral Site,Loss,4.97,7.30,Division 1
11/20/2014,South Florida,Away,73,UAB,71,Home,,Win,-6.84,1.18,Division 1
11/20/2014,UAB,Home,71,South Florida,73,Away,,Loss,1.18,-6.84,Division 1
11/20/2014,East Carolina,Home,92,VA-Lynchburg,51,Away,,Win,-1.82,0.00,Non Division 1
11/20/2014,VA-Lynchburg,Away,51,East Carolina,92,Home,,Loss,0.00,-1.82,Non Division 1
11/20/2014,Niagara,Away,61,St Peter's,59,Home,,Win,-7.47,0.97,Division 1
11/20/2014,St Peter's,Home,59,Niagara,61,Away,,Loss,0.97,-7.47,Division 1
11/20/2014,Bryant,Home,72,New Hampshire,63,Away,,Win,-1.35,5.87,Division 1
11/20/2014,New Hampshire,Away,63,Bryant,72,Home,,Loss,5.87,-1.35,Division 1
11/20/2014,TN Martin,Home,115,Champion Bap,29,Away,,Win,4.73,0.00,Non Division 1
11/20/2014,Champion Bap,Away,29,TN Martin,115,Home,,Loss,0.00,4.73,Non Division 1
11/20/2014,South Carolina,Away,69,Cornell,45,Away,Neutral Site,Win,3.03,1.00,Division 1
11/20/2014,Cornell,Away,45,South Carolina,69,Away,Neutral Site,Loss,1.00,3.03,Division 1
11/20/2014,Maryland,Home,66,Fordham,50,Away,,Win,6.24,-4.16,Division 1
11/20/2014,Fordham,Away,50,Maryland,66,Home,,Loss,-4.16,6.24,Division 1
11/20/2014,Indiana,Home,74,SMU,68,Away,,Win,6.06,9.67,Division 1
11/20/2014,SMU,Away,68,Indiana,74,Home,,Loss,9.67,6.06,Division 1
11/20/2014,Northern Iowa,Home,73,Morgan St,53,Away,,Win,11.06,-9.71,Division 1
11/20/2014,Morgan St,Away,53,Northern Iowa,73,Home,,Loss,-9.71,11.06,Division 1
11/20/2014,TCU,Home,86,New Orleans,71,Away,,Win,5.79,-2.45,Division 1
11/20/2014,New Orleans,Away,71,TCU,86,Home,,Loss,-2.45,5.79,Division 1
11/20/2014,Radford,Home,61,Howard,52,Away,,Win,5.03,0.88,Division 1
11/20/2014,Howard,Away,52,Radford,61,Home,,Loss,0.88,5.03,Division 1
11/20/2014,Wagner,Home,83,Old Westbury,49,Away,,Win,-5.13,0.00,Non Division 1
11/20/2014,Old Westbury,Away,49,Wagner,83,Home,,Loss,0.00,-5.13,Non Division 1
11/20/2014,MA Lowell,Away,57,Sacred Heart,54,Home,,Win,-5.10,-0.22,Division 1
11/20/2014,Sacred Heart,Home,54,MA Lowell,57,Away,,Loss,-0.22,-5.10,Division 1
11/20/2014,Purdue,Home,82,Grambling,30,Away,,Win,5.48,-20.55,Division 1
11/20/2014,Grambling,Away,30,Purdue,82,Home,,Loss,-20.55,5.48,Division 1
11/20/2014,West Virginia,Away,91,George Mason,65,Away,Neutral Site,Win,7.09,-4.87,Division 1
