Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Differential,Opponent Differential,Game Type
11/14/2014,Liberty,Home,69,Randolph Col,45,Away,,Win,-5.53,0.00,Non Division 1
11/14/2014,Randolph Col,Away,45,Liberty,69,Home,,Loss,0.00,-5.53,Non Division 1
11/14/2014,Valparaiso,Home,90,ETSU,76,Away,,Win,10.55,2.03,Division 1
11/14/2014,ETSU,Away,76,Valparaiso,90,Home,,Loss,2.03,10.55,Division 1
11/14/2014,Texas Tech,Home,71,Loyola MD,59,Away,,Win,-3.44,-7.37,Division 1
11/14/2014,Loyola MD,Away,59,Texas Tech,71,Home,,Loss,-7.37,-3.44,Division 1
11/14/2014,Kansas St,Home,98,Southern Utah,68,Away,,Win,-0.81,-4.66,Division 1
11/14/2014,Southern Utah,Away,68,Kansas St,98,Home,,Loss,-4.66,-0.81,Division 1
11/14/2014,Loyola-Chicago,Home,71,Rockhurst,58,Away,,Win,1.72,0.00,Non Division 1
11/14/2014,Rockhurst,Away,58,Loyola-Chicago,71,Home,,Loss,0.00,1.72,Non Division 1
11/14/2014,NC A&T,Home,91,Greensboro,61,Away,,Win,-7.13,0.00,Non Division 1
11/14/2014,Greensboro,Away,61,NC A&T,91,Home,,Loss,0.00,-7.13,Non Division 1
11/14/2014,Norfolk St,Home,81,Pfeiffer,43,Away,,Win,4.15,0.00,Non Division 1
11/14/2014,Pfeiffer,Away,43,Norfolk St,81,Home,,Loss,0.00,4.15,Non Division 1
11/14/2014,Missouri St,Home,64,E Illinois,53,Away,,Win,-4.48,-0.97,Division 1
11/14/2014,E Illinois,Away,53,Missouri St,64,Home,,Loss,-0.97,-4.48,Division 1
11/14/2014,Alabama St,Home,105,Auburn M'gomery,64,Away,,Win,5.28,0.00,Non Division 1
11/14/2014,Auburn M'gomery,Away,64,Alabama St,105,Home,,Loss,0.00,5.28,Non Division 1
11/14/2014,Michigan St,Away,64,Navy,59,Home,,Win,8.47,-3.34,Division 1
11/14/2014,Navy,Home,59,Michigan St,64,Away,,Loss,-3.34,8.47,Division 1
11/14/2014,Louisiana Tech,Away,85,Southern Univ,76,Home,,Win,8.06,0.94,Division 1
11/14/2014,Southern Univ,Home,76,Louisiana Tech,85,Away,,Loss,0.94,8.06,Division 1
11/14/2014,Missouri KC,Away,69,Missouri,61,Home,,Win,-1.15,-7.44,Division 1
11/14/2014,Missouri,Home,61,Missouri KC,69,Away,,Loss,-7.44,-1.15,Division 1
11/14/2014,Incarnate Word,Home,89,UT Tyler,49,Away,,Win,4.75,0.00,Non Division 1
11/14/2014,UT Tyler,Away,49,Incarnate Word,89,Home,,Loss,0.00,4.75,Non Division 1
11/14/2014,Illinois,Home,80,Ga Southern,71,Away,,Win,6.31,7.97,Division 1
11/14/2014,Ga Southern,Away,71,Illinois,80,Home,,Loss,7.97,6.31,Division 1
11/14/2014,Wisconsin,Home,62,N Kentucky,31,Away,,Win,15.76,1.27,Division 1
11/14/2014,N Kentucky,Away,31,Wisconsin,62,Home,,Loss,1.27,15.76,Division 1
11/14/2014,Notre Dame,Home,82,Binghamton,39,Away,,Win,13.18,-8.72,Division 1
11/14/2014,Binghamton,Away,39,Notre Dame,82,Home,,Loss,-8.72,13.18,Division 1
11/14/2014,Loy Marymount,Home,76,SE Missouri St,66,Away,,Win,-8.39,0.77,Division 1
11/14/2014,SE Missouri St,Away,66,Loy Marymount,76,Home,,Loss,0.77,-8.39,Division 1
11/14/2014,Lipscomb,Home,91,Berry,70,Away,,Win,-2.90,0.00,Non Division 1
11/14/2014,Berry,Away,70,Lipscomb,91,Home,,Loss,0.00,-2.90,Non Division 1
11/14/2014,Creighton,Home,104,Cent Arkansas,77,Away,,Win,0.42,-16.90,Division 1
11/14/2014,Cent Arkansas,Away,77,Creighton,104,Home,,Loss,-16.90,0.42,Division 1
11/14/2014,Col Charleston,Away,75,Furman,40,Home,,Win,-5.97,-4.45,Division 1
11/14/2014,Furman,Home,40,Col Charleston,75,Away,,Loss,-4.45,-5.97,Division 1
11/14/2014,UT San Antonio,Home,92,Huston-Tillot,74,Away,,Win,0.30,0.00,Non Division 1
11/14/2014,Huston-Tillot,Away,74,UT San Antonio,92,Home,,Loss,0.00,0.30,Non Division 1
11/14/2014,TX Pan American,Home,88,Wayland,80,Away,,Win,-8.13,0.00,Non Division 1
11/14/2014,Wayland,Away,80,TX Pan American,88,Home,,Loss,0.00,-8.13,Non Division 1
11/14/2014,Colorado,Home,65,Drexel,48,Away,,Win,0.81,-4.77,Division 1
11/14/2014,Drexel,Away,48,Colorado,65,Home,,Loss,-4.77,0.81,Division 1
11/14/2014,Arizona,Home,78,Mt St Mary's,55,Away,,Win,17.82,-1.73,Division 1
11/14/2014,Mt St Mary's,Away,55,Arizona,78,Home,,Loss,-1.73,17.82,Division 1
11/14/2014,Kentucky,Home,85,Grand Canyon,45,Away,,Win,20.94,0.48,Division 1
11/14/2014,Grand Canyon,Away,45,Kentucky,85,Home,,Loss,0.48,20.94,Division 1
11/14/2014,North Carolina,Home,76,NC Central,60,Away,,Win,9.51,14.41,Division 1
11/14/2014,NC Central,Away,60,North Carolina,76,Home,,Loss,14.41,9.51,Division 1
11/14/2014,Akron,Home,74,UMBC,57,Away,,Win,5.11,-11.03,Division 1
11/14/2014,UMBC,Away,57,Akron,74,Home,,Loss,-11.03,5.11,Division 1
11/14/2014,Stetson,Home,75,Edward Waters,61,Away,,Win,-7.29,0.00,Non Division 1
11/14/2014,Edward Waters,Away,61,Stetson,75,Home,,Loss,0.00,-7.29,Non Division 1
11/14/2014,Hofstra,Home,94,Jacksonville,61,Away,,Win,8.61,-7.66,Division 1
11/14/2014,Jacksonville,Away,61,Hofstra,94,Home,,Loss,-7.66,8.61,Division 1
11/14/2014,Georgia St,Home,115,TN Temple,55,Away,,Win,9.59,0.00,Non Division 1
11/14/2014,TN Temple,Away,55,Georgia St,115,Home,,Loss,0.00,9.59,Non Division 1
11/14/2014,TAM C. Christi,Home,73,Our Lady Lake,58,Away,,Win,2.25,0.00,Non Division 1
11/14/2014,Our Lady Lake,Away,58,TAM C. Christi,73,Home,,Loss,0.00,2.25,Non Division 1
11/14/2014,SF Austin,Home,75,Mississippi Col,49,Away,,Win,14.88,0.00,Non Division 1
11/14/2014,Mississippi Col,Away,49,SF Austin,75,Home,,Loss,0.00,14.88,Non Division 1
11/14/2014,Tennessee St,Home,97,Reinhardt,66,Away,,Win,-10.26,0.00,Non Division 1
11/14/2014,Reinhardt,Away,66,Tennessee St,97,Home,,Loss,0.00,-10.26,Non Division 1
11/14/2014,Edwardsville,Home,104,Harris-Stowe,56,Away,,Win,0.89,0.00,Non Division 1
11/14/2014,Harris-Stowe,Away,56,Edwardsville,104,Home,,Loss,0.00,0.89,Non Division 1
11/14/2014,Abilene Chr,Home,101,Hillsdale Bap,61,Away,,Win,-6.77,0.00,Non Division 1
11/14/2014,Hillsdale Bap,Away,61,Abilene Chr,101,Home,,Loss,0.00,-6.77,Non Division 1
11/14/2014,ULL,Home,85,Louisiana Col,57,Away,,Win,7.53,0.00,Non Division 1
11/14/2014,Louisiana Col,Away,57,ULL,85,Home,,Loss,0.00,7.53,Non Division 1
11/14/2014,Troy,Home,85,Brewton-Parker,71,Away,,Win,-2.31,0.00,Non Division 1
11/14/2014,Brewton-Parker,Away,71,Troy,85,Home,,Loss,0.00,-2.31,Non Division 1
11/14/2014,Texas A&M,Home,109,Northwestern LA,68,Away,,Win,4.97,1.81,Division 1
11/14/2014,Northwestern LA,Away,68,Texas A&M,109,Home,,Loss,1.81,4.97,Division 1
11/14/2014,Northwestern,Home,65,Houston Bap,58,Away,,Win,-1.09,-1.25,Division 1
11/14/2014,Houston Bap,Away,58,Northwestern,65,Home,,Loss,-1.25,-1.09,Division 1
11/14/2014,Alabama,Home,82,Towson,54,Away,,Win,2.69,-1.44,Division 1
11/14/2014,Towson,Away,54,Alabama,82,Home,,Loss,-1.44,2.69,Division 1
11/14/2014,St Mary's CA,Home,77,Cal St-LA,67,Away,,Win,5.60,0.00,Non Division 1
11/14/2014,Cal St-LA,Away,67,St Mary's CA,77,Home,,Loss,0.00,5.60,Non Division 1
11/14/2014,Auburn,Home,83,WI Milwaukee,73,Away,,Win,-4.14,-3.80,Division 1
11/14/2014,WI Milwaukee,Away,73,Auburn,83,Home,,Loss,-3.80,-4.14,Division 1
11/14/2014,Stanford,Home,74,Wofford,59,Away,,Win,4.72,7.21,Division 1
11/14/2014,Wofford,Away,59,Stanford,74,Home,,Loss,7.21,4.72,Division 1
11/14/2014,UCLA,Home,113,Montana St,78,Away,,Win,3.97,-7.83,Division 1
11/14/2014,Montana St,Away,78,UCLA,113,Home,,Loss,-7.83,3.97,Division 1
11/14/2014,UC Irvine,Home,87,Chapman,36,Away,,Win,5.58,0.00,Non Division 1
11/14/2014,Chapman,Away,36,UC Irvine,87,Home,,Loss,0.00,5.58,Non Division 1
11/14/2014,San Diego St,Home,79,CS Northridge,58,Away,,Win,8.65,-5.36,Division 1
11/14/2014,CS Northridge,Away,58,San Diego St,79,Home,,Loss,-5.36,8.65,Division 1
11/14/2014,UNLV,Home,60,Morehead St,59,Away,,Win,3.79,4.85,Division 1
11/14/2014,Morehead St,Away,59,UNLV,60,Home,,Loss,4.85,3.79,Division 1
11/14/2014,Santa Clara,Home,89,CS Fullerton,72,Away,,Win,-3.41,-5.29,Division 1
11/14/2014,CS Fullerton,Away,72,Santa Clara,89,Home,,Loss,-5.29,-3.41,Division 1
11/14/2014,Washington,Home,77,S Carolina St,59,Away,,Win,0.74,-7.21,Division 1
11/14/2014,S Carolina St,Away,59,Washington,77,Home,,Loss,-7.21,0.74,Division 1
11/14/2014,Oregon,Home,107,Coppin St,65,Away,,Win,4.82,-10.94,Division 1
11/14/2014,Coppin St,Away,65,Oregon,107,Home,,Loss,-10.94,4.82,Division 1
11/14/2014,Sacred Heart,Away,71,Hartford,53,Away,Neutral Site,Win,-0.22,-2.20,Division 1
11/14/2014,Hartford,Away,53,Sacred Heart,71,Away,Neutral Site,Loss,-2.20,-0.22,Division 1
11/14/2014,Villanova,Away,77,Lehigh,66,Away,Neutral Site,Win,15.38,1.40,Division 1
11/14/2014,Lehigh,Away,66,Villanova,77,Away,Neutral Site,Loss,1.40,15.38,Division 1
11/14/2014,Tennessee Tech,Home,83,Piedmont Bap,29,Away,,Win,0.67,0.00,Non Division 1
11/14/2014,Piedmont Bap,Away,29,Tennessee Tech,83,Home,,Loss,0.00,0.67,Non Division 1
11/14/2014,High Point,Away,100,CS Bakersfield,99,Away,Neutral Site,Win,5.52,2.18,Division 1
11/14/2014,CS Bakersfield,Away,99,High Point,100,Away,Neutral Site,Loss,2.18,5.52,Division 1
11/14/2014,San Jose St,Home,67,Bethesda,44,Away,,Win,-15.80,0.00,Non Division 1
11/14/2014,Bethesda,Away,44,San Jose St,67,Home,,Loss,0.00,-15.80,Non Division 1
11/14/2014,Boise St,Away,81,San Diego,75,Away,Neutral Site,Win,10.48,1.84,Division 1
11/14/2014,San Diego,Away,75,Boise St,81,Away,Neutral Site,Loss,1.84,10.48,Division 1
11/14/2014,Hawaii,Home,85,Ark Pine Bluff,57,Away,,Win,4.69,-7.13,Division 1
11/14/2014,Ark Pine Bluff,Away,57,Hawaii,85,Home,,Loss,-7.13,4.69,Division 1
11/14/2014,Fordham,Home,94,NYIT,77,Away,,Win,-4.16,0.00,Non Division 1
11/14/2014,NYIT,Away,77,Fordham,94,Home,,Loss,0.00,-4.16,Non Division 1
11/14/2014,Louisville,Away,81,Minnesota,68,Away,Neutral Site,Win,9.69,6.55,Division 1
11/14/2014,Minnesota,Away,68,Louisville,81,Away,Neutral Site,Loss,6.55,9.69,Division 1
11/14/2014,UTEP,Home,65,Washington St,52,Away,,Win,6.03,-5.94,Division 1
11/14/2014,Washington St,Away,52,UTEP,65,Home,,Loss,-5.94,6.03,Division 1
11/14/2014,SMU,Home,93,Lamar,54,Away,,Win,9.67,0.47,Division 1
11/14/2014,Lamar,Away,54,SMU,93,Home,,Loss,0.47,9.67,Division 1
11/14/2014,Baylor,Home,80,McNeese St,39,Away,,Win,9.15,-1.81,Division 1
11/14/2014,McNeese St,Away,39,Baylor,80,Home,,Loss,-1.81,9.15,Division 1
11/14/2014,Iowa,Home,90,Hampton,56,Away,,Win,7.53,-0.85,Division 1
11/14/2014,Hampton,Away,56,Iowa,90,Home,,Loss,-0.85,7.53,Division 1
11/14/2014,Marquette,Home,79,TN Martin,63,Away,,Win,-1.94,4.73,Division 1
11/14/2014,TN Martin,Away,63,Marquette,79,Home,,Loss,4.73,-1.94,Division 1
11/14/2014,Utah Valley,Home,60,South Dakota,52,Away,,Win,-5.50,-0.09,Division 1
11/14/2014,South Dakota,Away,52,Utah Valley,60,Home,,Loss,-0.09,-5.50,Division 1
11/14/2014,Gonzaga,Home,104,CS Sacramento,58,Away,,Win,18.21,2.90,Division 1
11/14/2014,CS Sacramento,Away,58,Gonzaga,104,Home,,Loss,2.90,18.21,Division 1
11/14/2014,Utah St,Home,72,Weber St,61,Away,,Win,2.94,-1.03,Division 1
11/14/2014,Weber St,Away,61,Utah St,72,Home,,Loss,-1.03,2.94,Division 1
11/14/2014,N Colorado,Home,83,Black Hills St,62,Away,,Win,1.30,0.00,Non Division 1
11/14/2014,Black Hills St,Away,62,N Colorado,83,Home,,Loss,0.00,1.30,Non Division 1
11/14/2014,E Washington,Home,86,TX Southern,62,Away,,Win,7.12,0.74,Division 1
11/14/2014,TX Southern,Away,62,E Washington,86,Home,,Loss,0.74,7.12,Division 1
11/14/2014,Idaho,Home,77,Eastern Oregon,65,Away,,Win,1.07,0.00,Non Division 1
11/14/2014,Eastern Oregon,Away,65,Idaho,77,Home,,Loss,0.00,1.07,Non Division 1
11/14/2014,Texas St,Away,62,Seattle,53,Home,,Win,1.65,0.61,Division 1
11/14/2014,Seattle,Home,53,Texas St,62,Away,,Loss,0.61,1.65,Division 1
11/14/2014,Arizona St,Home,86,Chicago St,50,Away,,Win,3.00,-8.13,Division 1
11/14/2014,Chicago St,Away,50,Arizona St,86,Home,,Loss,-8.13,3.00,Division 1
11/14/2014,Oregon St,Home,67,Rice,54,Away,,Win,1.71,-1.72,Division 1
11/14/2014,Rice,Away,54,Oregon St,67,Home,,Loss,-1.72,1.71,Division 1
11/14/2014,California,Home,91,Alcorn St,57,Away,,Win,-0.79,-9.59,Division 1
11/14/2014,Alcorn St,Away,57,California,91,Home,,Loss,-9.59,-0.79,Division 1
11/14/2014,DePaul,Home,72,IL Chicago,71,Away,,Win,-4.19,-5.53,Division 1
11/14/2014,IL Chicago,Away,71,DePaul,72,Home,,Loss,-5.53,-4.19,Division 1
11/14/2014,Portland,Home,87,Concordia OR,59,Away,,Win,2.16,0.00,Non Division 1
11/14/2014,Concordia OR,Away,59,Portland,87,Home,,Loss,0.00,2.16,Non Division 1
11/14/2014,New Mexico,Home,79,Idaho St,55,Away,,Win,1.77,-4.60,Division 1
11/14/2014,Idaho St,Away,55,New Mexico,79,Home,,Loss,-4.60,1.77,Division 1
11/14/2014,Utah,Home,90,Ball St,72,Away,,Win,15.16,-3.63,Division 1
11/14/2014,Ball St,Away,72,Utah,90,Home,,Loss,-3.63,15.16,Division 1
11/14/2014,Pepperdine,Home,89,Fresno St,74,Away,,Win,2.10,-1.16,Division 1
11/14/2014,Fresno St,Away,74,Pepperdine,89,Home,,Loss,-1.16,2.10,Division 1
11/14/2014,South Florida,Home,75,Flagler,61,Away,,Win,-6.84,0.00,Non Division 1
11/14/2014,Flagler,Away,61,South Florida,75,Home,,Loss,0.00,-6.84,Non Division 1
11/14/2014,East Carolina,Home,99,NC Wesleyan,81,Away,,Win,-1.82,0.00,Non Division 1
11/14/2014,NC Wesleyan,Away,81,East Carolina,99,Home,,Loss,0.00,-1.82,Non Division 1
11/14/2014,IPFW,Home,74,Manchester,50,Away,,Win,3.17,0.00,Non Division 1
11/14/2014,Manchester,Away,50,IPFW,74,Home,,Loss,0.00,3.17,Non Division 1
11/14/2014,Connecticut,Home,66,Bryant,53,Away,,Win,4.38,-1.35,Division 1
11/14/2014,Bryant,Away,53,Connecticut,66,Home,,Loss,-1.35,4.38,Division 1
11/14/2014,Massachusetts,Home,95,Siena,87,Away,,Win,-1.09,-4.03,Division 1
11/14/2014,Siena,Away,87,Massachusetts,95,Home,,Loss,-4.03,-1.09,Division 1
11/14/2014,Iona,Home,78,Cleveland St,73,Away,,Win,6.79,5.38,Division 1
11/14/2014,Cleveland St,Away,73,Iona,78,Home,,Loss,5.38,6.79,Division 1
11/14/2014,Bucknell,Home,75,Marist,72,Away,,Win,-0.03,-7.63,Division 1
11/14/2014,Marist,Away,72,Bucknell,75,Home,,Loss,-7.63,-0.03,Division 1
11/14/2014,Princeton,Home,64,Rider,58,Away,,Win,3.13,1.66,Division 1
11/14/2014,Rider,Away,58,Princeton,64,Home,,Loss,1.66,3.13,Division 1
11/14/2014,Pittsburgh,Home,78,Niagara,45,Away,,Win,1.67,-7.47,Division 1
11/14/2014,Niagara,Away,45,Pittsburgh,78,Home,,Loss,-7.47,1.67,Division 1
11/14/2014,Lafayette,Away,77,Robert Morris,50,Home,,Win,1.81,1.27,Division 1
11/14/2014,Robert Morris,Home,50,Lafayette,77,Away,,Loss,1.27,1.81,Division 1
11/14/2014,Wake Forest,Home,80,UNC Asheville,69,Away,,Win,-3.06,1.90,Division 1
11/14/2014,UNC Asheville,Away,69,Wake Forest,80,Home,,Loss,1.90,-3.06,Division 1
11/14/2014,Virginia,Away,79,James Madison,51,Home,,Win,14.59,-1.13,Division 1
11/14/2014,James Madison,Home,51,Virginia,79,Away,,Loss,-1.13,14.59,Division 1
11/14/2014,NC State,Home,93,Jackson St,58,Away,,Win,4.97,-2.84,Division 1
11/14/2014,Jackson St,Away,58,NC State,93,Home,,Loss,-2.84,4.97,Division 1
11/14/2014,Miami FL,Home,84,Howard,49,Away,,Win,5.27,0.88,Division 1
11/14/2014,Howard,Away,49,Miami FL,84,Home,,Loss,0.88,5.27,Division 1
11/14/2014,Georgia Tech,Home,80,Georgia,73,Away,,Win,-1.29,4.16,Division 1
11/14/2014,Georgia,Away,73,Georgia Tech,80,Home,,Loss,4.16,-1.29,Division 1
11/14/2014,Virginia Tech,Home,71,MD E Shore,46,Away,,Win,-4.03,0.59,Division 1
11/14/2014,MD E Shore,Away,46,Virginia Tech,71,Home,,Loss,0.59,-4.03,Division 1
11/14/2014,C Michigan,Home,106,Alma,64,Away,,Win,10.55,0.00,Non Division 1
11/14/2014,Alma,Away,64,C Michigan,106,Home,,Loss,0.00,10.55,Non Division 1
11/14/2014,Clemson,Home,86,Florida A&M,41,Away,,Win,0.55,-17.52,Division 1
11/14/2014,Florida A&M,Away,41,Clemson,86,Home,,Loss,-17.52,0.55,Division 1
11/14/2014,Boston College,Home,58,New Hampshire,50,Away,,Win,-1.63,5.87,Division 1
11/14/2014,New Hampshire,Away,50,Boston College,58,Home,,Loss,5.87,-1.63,Division 1
11/14/2014,Xavier,Home,93,Northern Arizona,60,Away,,Win,5.91,1.15,Division 1
11/14/2014,Northern Arizona,Away,60,Xavier,93,Home,,Loss,1.15,5.91,Division 1
11/14/2014,South Alabama,Home,83,Carroll MT,64,Away,,Win,-4.94,0.00,Non Division 1
11/14/2014,Carroll MT,Away,64,South Alabama,83,Home,,Loss,0.00,-4.94,Non Division 1
11/14/2014,Southern Miss,Home,86,Wm Carey,63,Away,,Win,-8.14,0.00,Non Division 1
11/14/2014,Wm Carey,Away,63,Southern Miss,86,Home,,Loss,0.00,-8.14,Non Division 1
11/14/2014,E Michigan,Home,64,St Francis IL,52,Away,,Win,5.97,0.00,Non Division 1
11/14/2014,St Francis IL,Away,52,E Michigan,64,Home,,Loss,0.00,5.97,Non Division 1
11/14/2014,Sam Houston St,Home,100,Austin Col,52,Away,,Win,14.42,0.00,Non Division 1
11/14/2014,Austin Col,Away,52,Sam Houston St,100,Home,,Loss,0.00,14.42,Non Division 1
11/14/2014,MTSU,Home,77,Ohio Valley,60,Away,,Win,1.43,0.00,Non Division 1
11/14/2014,Ohio Valley,Away,60,MTSU,77,Home,,Loss,0.00,1.43,Non Division 1
11/14/2014,Army,Home,84,Air Force,78,Away,,Win,0.03,0.65,Division 1
11/14/2014,Air Force,Away,78,Army,84,Home,,Loss,0.65,0.03,Division 1
11/14/2014,Wichita St,Home,71,New Mexico St,54,Away,,Win,13.91,9.15,Division 1
11/14/2014,New Mexico St,Away,54,Wichita St,71,Home,,Loss,9.15,13.91,Division 1
11/14/2014,Florida Intl,Home,64,Florida Col,42,Away,,Win,-2.82,0.00,Non Division 1
11/14/2014,Florida Col,Away,42,Florida Intl,64,Home,,Loss,0.00,-2.82,Non Division 1
11/14/2014,Dayton,Home,76,Alabama A&M,52,Away,,Win,7.30,-6.48,Division 1
11/14/2014,Alabama A&M,Away,52,Dayton,76,Home,,Loss,-6.48,7.30,Division 1
11/14/2014,VMI,Away,66,Citadel,65,Away,Neutral Site,Win,-0.43,-4.63,Division 1
11/14/2014,Citadel,Away,65,VMI,66,Away,Neutral Site,Loss,-4.63,-0.43,Division 1
11/14/2014,Mississippi St,Home,66,W Carolina,56,Away,,Win,-1.72,-1.03,Division 1
11/14/2014,W Carolina,Away,56,Mississippi St,66,Home,,Loss,-1.03,-1.72,Division 1
11/14/2014,Florida,Home,68,William & Mary,45,Away,,Win,3.61,6.53,Division 1
11/14/2014,William & Mary,Away,45,Florida,68,Home,,Loss,6.53,3.61,Division 1
11/14/2014,West Virginia,Home,64,Monmouth NJ,54,Away,,Win,7.09,0.73,Division 1
11/14/2014,Monmouth NJ,Away,54,West Virginia,64,Home,,Loss,0.73,7.09,Division 1
11/14/2014,VA Commonwealth,Away,85,Tennessee,69,Away,Neutral Site,Win,6.97,-0.94,Division 1
11/14/2014,Tennessee,Away,69,VA Commonwealth,85,Away,Neutral Site,Loss,-0.94,6.97,Division 1
11/14/2014,North Texas,Home,84,Ark Monticello,62,Away,,Win,-2.84,0.00,Non Division 1
11/14/2014,Ark Monticello,Away,62,North Texas,84,Home,,Loss,0.00,-2.84,Non Division 1
11/14/2014,Quinnipiac,Home,88,Yale,85,Away,,Win,2.20,7.28,Division 1
11/14/2014,Yale,Away,85,Quinnipiac,88,Home,,Loss,7.28,2.20,Division 1
11/14/2014,Fairfield,Away,71,Central Conn,63,Away,Neutral Site,Win,-6.32,-10.94,Division 1
11/14/2014,Central Conn,Away,63,Fairfield,71,Away,Neutral Site,Loss,-10.94,-6.32,Division 1
11/14/2014,Duke,Home,113,Presbyterian,44,Away,,Win,15.03,-7.38,Division 1
11/14/2014,Presbyterian,Away,44,Duke,113,Home,,Loss,-7.38,15.03,Division 1
11/14/2014,Chattanooga,Home,110,Hiwassee,53,Away,,Win,5.75,0.00,Non Division 1
11/14/2014,Hiwassee,Away,53,Chattanooga,110,Home,,Loss,0.00,5.75,Non Division 1
11/14/2014,St John's,Home,77,NJIT,58,Away,,Win,3.59,4.52,Division 1
11/14/2014,NJIT,Away,58,St John's,77,Home,,Loss,4.52,3.59,Division 1
11/14/2014,Maryland,Home,82,Wagner,48,Away,,Win,6.24,-5.13,Division 1
11/14/2014,Wagner,Away,48,Maryland,82,Home,,Loss,-5.13,6.24,Division 1
11/14/2014,Elon,Home,64,FL Atlantic,58,Away,,Win,0.00,-4.10,Division 1
11/14/2014,FL Atlantic,Away,58,Elon,64,Home,,Loss,-4.10,0.00,Division 1
11/14/2014,Kansas,Home,69,Santa Barbara,59,Away,,Win,6.53,4.69,Division 1
11/14/2014,Santa Barbara,Away,59,Kansas,69,Home,,Loss,4.69,6.53,Division 1
11/14/2014,Iowa St,Home,93,Oakland,82,Away,,Win,9.09,-0.81,Division 1
11/14/2014,Oakland,Away,82,Iowa St,93,Home,,Loss,-0.81,9.09,Division 1
11/14/2014,Coastal Car,Home,79,Trinity Bap,36,Away,,Win,10.03,0.00,Non Division 1
11/14/2014,Trinity Bap,Away,36,Coastal Car,79,Home,,Loss,0.00,10.03,Non Division 1
11/14/2014,Buffalo,Home,69,S Dakota St,67,Away,,Win,6.72,9.09,Division 1
11/14/2014,S Dakota St,Away,67,Buffalo,69,Home,,Loss,9.09,6.72,Division 1
11/14/2014,Temple,Home,40,American Univ,37,Away,,Win,4.21,0.15,Division 1
11/14/2014,American Univ,Away,37,Temple,40,Home,,Loss,0.15,4.21,Division 1
11/14/2014,Campbell,Home,97,Barber-Scotia,58,Away,,Win,-2.47,0.00,Non Division 1
11/14/2014,Barber-Scotia,Away,58,Campbell,97,Home,,Loss,0.00,-2.47,Non Division 1
11/14/2014,Richmond,Home,64,Radford,46,Away,,Win,4.91,5.03,Division 1
11/14/2014,Radford,Away,46,Richmond,64,Home,,Loss,5.03,4.91,Division 1
11/14/2014,Oklahoma St,Home,83,SE Louisiana,55,Away,,Win,5.00,-2.85,Division 1
11/14/2014,SE Louisiana,Away,55,Oklahoma St,83,Home,,Loss,-2.85,5.00,Division 1
11/14/2014,Cincinnati,Home,52,St Francis PA,37,Away,,Win,7.09,0.45,Division 1
11/14/2014,St Francis PA,Away,37,Cincinnati,52,Home,,Loss,0.45,7.09,Division 1
11/14/2014,Houston,Away,77,Murray St,74,Home,,Win,-1.16,11.38,Division 1
11/14/2014,Murray St,Home,74,Houston,77,Away,,Loss,11.38,-1.16,Division 1
11/14/2014,BYU,Home,95,Long Beach St,90,Away,,Win,11.00,-1.00,Division 1
11/14/2014,Long Beach St,Away,90,BYU,95,Home,,Loss,-1.00,11.00,Division 1
11/14/2014,Pacific,Away,73,W Illinois,71,Home,,Win,-3.84,-8.43,Division 1
11/14/2014,W Illinois,Home,71,Pacific,73,Away,,Loss,-8.43,-3.84,Division 1
11/14/2014,Indiana St,Away,79,IUPUI,66,Home,,Win,-1.32,-6.35,Division 1
11/14/2014,IUPUI,Home,66,Indiana St,79,Away,,Loss,-6.35,-1.32,Division 1
11/14/2014,Texas,Home,85,N Dakota St,50,Away,,Win,7.55,2.94,Division 1
11/14/2014,N Dakota St,Away,50,Texas,85,Home,,Loss,2.94,7.55,Division 1
11/14/2014,TCU,Home,71,Prairie View,54,Away,,Win,5.79,-2.09,Division 1
11/14/2014,Prairie View,Away,54,TCU,71,Home,,Loss,-2.09,5.79,Division 1
11/14/2014,UT Arlington,Away,86,Bradley,75,Home,,Win,0.45,-4.36,Division 1
11/14/2014,Bradley,Home,75,UT Arlington,86,Away,,Loss,-4.36,0.45,Division 1
11/14/2014,Brown,Home,70,St Peter's,58,Away,,Win,-3.10,0.97,Division 1
11/14/2014,St Peter's,Away,58,Brown,70,Home,,Loss,0.97,-3.10,Division 1
11/14/2014,Detroit,Home,77,Rochester MI,54,Away,,Win,-0.03,0.00,Non Division 1
11/14/2014,Rochester MI,Away,54,Detroit,77,Home,,Loss,0.00,-0.03,Non Division 1
11/14/2014,Longwood,Home,79,Averett,53,Away,,Win,-5.29,0.00,Non Division 1
11/14/2014,Averett,Away,53,Longwood,79,Home,,Loss,0.00,-5.29,Non Division 1
11/14/2014,Charleston So,Away,66,Mississippi,65,Home,,Win,5.20,5.13,Division 1
11/14/2014,Mississippi,Home,65,Charleston So,66,Away,,Loss,5.13,5.20,Division 1
11/14/2014,Cornell,Away,68,George Mason,60,Home,,Win,1.00,-4.87,Division 1
11/14/2014,George Mason,Home,60,Cornell,68,Away,,Loss,-4.87,1.00,Division 1
11/14/2014,G Washington,Home,92,Grambling,40,Away,,Win,5.82,-20.55,Division 1
11/14/2014,Grambling,Away,40,G Washington,92,Home,,Loss,-20.55,5.82,Division 1
11/14/2014,Purdue,Home,80,Samford,40,Away,,Win,5.48,-2.66,Division 1
11/14/2014,Samford,Away,40,Purdue,80,Home,,Loss,-2.66,5.48,Division 1
